Bevölkerung: Königreich Preußen (PRE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebiet: Regierungsbezirk Köslin (KOS);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jahr;Einwohnerzahl ;W-Rate;Wert;Quelle;Anmerkung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1816;237441;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1817;243240;2,44%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818;249180;2,44%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1819;255265;2,44%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1820;264565;3,64%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1821;274203;3,64%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1822;284193;3,64%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1823;290094;2,08%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;296117;2,08%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1825;302266;2,08%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1826;305352;1,02%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1827;308470;1,02%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828;311620;1,02%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1829;317405;1,86%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1830;323297;1,86%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1831;329298;1,86%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1832;333887;1,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1833;338541;1,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1834;343259;1,39%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1835;350492;2,11%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836;357876;2,11%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1837;365417;2,11%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1838;374481;2,48%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839;383770;2,48%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840;393289;2,48%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1841;399787;1,65%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1842;406392;1,65%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1843;413106;1,65%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1844;420002;1,67%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1845;427012;1,67%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1846;434140;1,67%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1847;438880;1,09%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1848;443672;1,09%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1849;448516;1,09%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1850;455073;1,46%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1851;461727;1,46%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1852;468477;1,46%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1853;473637;1,10%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1854;478853;1,10%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1855;484127;1,10%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1856;489865;1,19%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1857;495671;1,19%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1858;501546;1,19%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1859;508957;1,48%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1860;516477;1,48%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1861;524108;1,48%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1862;530527;1,22%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1863;537024;1,22%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1864;543601;1,22%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1865;547198;0,66%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1866;550819;0,66%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1867;554464;0,66%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1868;553913;-0,10%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1869;553362;-0,10%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1870;552812;-0,10%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1871;552263;-0,10%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1872;553650;0,25%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1873;555040;0,25%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1874;556434;0,25%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1875;557831;0,25%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1876;563376;0,99%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1877;568977;0,99%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1878;574633;0,99%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1879;580346;0,99%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1880;586115;0,99%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1881;582316;-0,65%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1882;578541;-0,65%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1883;574791;-0,65%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1884;571066;-0,65%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1885;567364;-0,65%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1886;566603;-0,13%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1887;565843;-0,13%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1888;565084;-0,13%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1889;564326;-0,13%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1890;563569;-0,13%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1891;565741;0,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1892;567921;0,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1893;570110;0,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1894;572307;0,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1895;574513;0,39%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1896;577143;0,46%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1897;579785;0,46%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1898;582439;0,46%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1899;585105;0,46%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1900;587783;0,46%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1901;591396;0,61%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1902;595031;0,61%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1903;598688;0,61%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1904;602368;0,61%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1905;606070;0,61%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1906;608801;0,45%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1907;611544;0,45%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1908;614300;0,45%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1909;617068;0,45%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1910;619848;0,45%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1911;622000;0,35%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1912;625000;0,48%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1913;627000;0,32%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1914;629000;0,32%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Quellen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2: Volkszahl seit 1816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9: Galloway/Hammel, Demographic behavior;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12: Stat. Dt. Reichs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1: Amtliche Zahl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2: Amtliche Berechnung oder Schätzung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3: Nichtamtliche Berechnung oder Schätzung (zeitgenössisch);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4: Interpolierte oder sonstig errechnete Zahl (neuere Literatur);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5: Interpolierte oder sonstig errechnete Zahl (HGIS Germany);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
