Bevölkerung: Großherzogtum Oldenburg (OLD);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebiet: Herzogtum Oldenburg (OLH);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jahr;Einwohnerzahl ;W-Rate;Wert;Quelle;Anmerkung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1816;182573;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1817;184402;1,00%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818;186249;1,00%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1819;188115;1,00%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1820;190000;1,00%;7;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1821;190770;0,41%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1822;194103;1,75%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1823;196301;1,13%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;198483;1,11%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1825;200817;1,18%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1826;202340;0,76%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1827;203009;0,33%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828;203667;0,32%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1829;204138;0,23%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1830;204313;0,09%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1831;204334;0,01%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1832;204588;0,12%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1833;205875;0,63%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1834;207635;0,85%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1835;208930;0,62%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836;212012;1,48%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1837;214752;1,29%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1838;215231;0,22%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839;216138;0,42%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840;217706;0,73%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1841;218902;0,55%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1842;220614;0,78%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
