Bevölkerung: Königreich Preußen (PRE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebiet: Regierungsbezirk Breslau (BRE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jahr;Einwohnerzahl ;W-Rate;Wert;Quelle;Anmerkung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1816;760442;;1;2;Einschl. der Bevölkerung eines Teils des vormaligen Reg.Bez. Reichenbach.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1817;784017;3,10%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818;808322;3,10%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1819;833381;3,10%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1820;848185;1,78%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1821;863252;1,78%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1822;878586;1,78%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1823;891832;1,51%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;905278;1,51%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1825;918927;1,51%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1826;926655;0,84%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1827;934448;0,84%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828;942307;0,84%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1829;948458;0,65%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1830;954649;0,65%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1831;960881;0,65%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1832;971001;1,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1833;981227;1,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1834;991561;1,05%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1835;1003496;1,20%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836;1015575;1,20%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1837;1027799;1,20%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1838;1046369;1,81%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839;1065275;1,81%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840;1084522;1,81%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1841;1095308;0,99%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1842;1106202;0,99%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1843;1117204;0,99%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1844;1133236;1,44%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1845;1149498;1,44%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1846;1165994;1,44%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1847;1168882;0,25%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1848;1171777;0,25%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1849;1174679;0,25%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1850;1191865;1,46%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1851;1209302;1,46%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1852;1226995;1,46%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1853;1227000;0,00%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1854;1227004;0,00%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1855;1227009;0,00%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1856;1234345;0,60%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1857;1241725;0,60%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1858;1249149;0,60%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1859;1264561;1,23%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1860;1280164;1,23%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1861;1295959;1,23%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1862;1312227;1,26%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1863;1328698;1,26%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1864;1345377;1,26%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1865;1351765;0,47%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1866;1358183;0,47%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1867;1364632;0,47%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1868;1376952;0,90%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1869;1389384;0,90%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1870;1401927;0,90%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1871;1414584;0,90%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1872;1428786;1,00%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1873;1443131;1,00%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1874;1457620;1,00%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1875;1472254;1,00%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1876;1486388;0,96%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1877;1500657;0,96%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1878;1515063;0,96%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1879;1529608;0,96%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1880;1544292;0,96%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1881;1551221;0,45%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1882;1558181;0,45%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1883;1565172;0,45%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1884;1572194;0,45%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1885;1579248;0,45%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1886;1583243;0,25%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1887;1587247;0,25%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1888;1591262;0,25%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1889;1595287;0,25%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1890;1599322;0,25%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1891;1606961;0,48%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1892;1614637;0,48%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1893;1622349;0,48%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1894;1630099;0,48%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1895;1637885;0,48%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1896;1649681;0,72%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1897;1661561;0,72%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1898;1673527;0,72%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1899;1685580;0,72%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1900;1697719;0,72%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1901;1712683;0,88%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1902;1727779;0,88%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1903;1743007;0,88%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1904;1758371;0,88%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1905;1773869;0,88%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1906;1787174;0,75%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1907;1800578;0,75%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1908;1814083;0,75%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1909;1827690;0,75%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1910;1841398;0,75%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1911;1850000;0,47%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1912;1863000;0,70%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1913;1878000;0,81%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1914;1895000;0,91%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Quellen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2: Volkszahl seit 1816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9: Galloway/Hammel, Demographic behavior;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12: Stat. Dt. Reichs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1: Amtliche Zahl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2: Amtliche Berechnung oder Schätzung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3: Nichtamtliche Berechnung oder Schätzung (zeitgenössisch);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4: Interpolierte oder sonstig errechnete Zahl (neuere Literatur);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5: Interpolierte oder sonstig errechnete Zahl (HGIS Germany);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
