;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerung: Fürstentum Reuß-Lobenstein und Ebersdorf (RLE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebiet: Gesamtgebiet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jahr;Einwohnerzahl ;W-Rate;Wert;Quelle;Anmerkung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;20600;;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1825;20700;0,49%;7;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1826;20860;0,77%;1;18;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1827;20926;0,32%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828;20992;0,32%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1829;21059;0,32%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1830;21125;0,32%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1831;21192;0,32%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1832;21259;0,32%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1833;21327;0,32%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1834;21394;0,32%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1835;21696;1,41%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836;22003;1,41%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1837;22314;1,41%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1838;22503;0,85%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839;22694;0,85%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840;22886;0,85%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1841;22951;0,28%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1842;23016;0,28%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1843;23081;0,28%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1844;23243;0,70%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1845;23405;0,70%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1846;23569;0,70%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1847;23734;0,70%;5;;1848 Vereinigung mit Reuß-Schleiz zum Fürstentum Reuß jüngere Linie. ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Quellen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1: Köllmann/Kraus, Bevölkerungsstatistik;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
18: Hubatsch, Verwaltungsgeschichte;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1: Amtliche Zahl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2: Amtliche Berechnung oder Schätzung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3: Nichtamtliche Berechnung oder Schätzung (zeitgenössisch);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4: Interpolierte oder sonstig errechnete Zahl (neuere Literatur);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5: Interpolierte oder sonstig errechnete Zahl (HGIS Germany);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
7: Geschätzte Zahl (HGIS Germany);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
