Bevölkerung: Königreich Preußen (PRE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebiet: Regierungsbezirk Marienwerder (MAW);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jahr;Einwohnerzahl ;W-Rate;Wert;Quelle;Anmerkung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1816;333101;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1817;344192;3,33%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818;355653;3,33%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1819;367495;3,33%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1820;379062;3,15%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1821;390993;3,15%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1822;403300;3,15%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1823;413383;2,50%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;423717;2,50%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1825;434310;2,50%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1826;443437;2,10%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1827;452755;2,10%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828;462269;2,10%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1829;460105;-0,47%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1830;457951;-0,47%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1831;455807;-0,47%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1832;460975;1,13%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1833;466202;1,13%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1834;471488;1,13%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1835;480486;1,91%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836;489656;1,91%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1837;499001;1,91%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1838;515358;3,28%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839;532250;3,28%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840;549697;3,28%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1841;558837;1,66%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1842;568129;1,66%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1843;577575;1,66%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1844;589246;2,02%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1845;601153;2,02%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1846;613300;2,02%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1847;615871;0,42%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1848;618453;0,42%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1849;621046;0,42%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1850;630405;1,51%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1851;639905;1,51%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1852;649548;1,51%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1853;652497;0,45%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1854;655460;0,45%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1855;658436;0,45%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1856;666209;1,18%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1857;674074;1,18%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1858;682032;1,18%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1859;692148;1,48%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1860;702413;1,48%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1861;712831;1,48%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1862;725107;1,72%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1863;737595;1,72%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1864;750298;1,72%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1865;756028;0,76%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1866;761802;0,76%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1867;767620;0,76%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1868;773057;0,71%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1869;778532;0,71%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1870;784046;0,71%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1871;789599;0,71%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1872;792294;0,34%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1873;794998;0,34%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1874;797711;0,34%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1875;800434;0,34%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1876;807562;0,89%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1877;814754;0,89%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1878;822011;0,89%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1879;829331;0,89%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1880;836717;0,89%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1881;835260;-0,17%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1882;833806;-0,17%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1883;832355;-0,17%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1884;830906;-0,17%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1885;829459;-0,17%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1886;832447;0,36%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1887;835445;0,36%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1888;838454;0,36%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1889;841474;0,36%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1890;844505;0,36%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1891;850765;0,74%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1892;857070;0,74%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1893;863423;0,74%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1894;869823;0,74%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1895;876270;0,74%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1896;880508;0,48%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1897;884767;0,48%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1898;889046;0,48%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1899;893345;0,48%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1900;897666;0,48%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1901;904514;0,76%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1902;911415;0,76%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1903;918368;0,76%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1904;925374;0,76%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1905;932434;0,76%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1906;938050;0,60%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1907;943700;0,60%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1908;949384;0,60%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1909;955102;0,60%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1910;960855;0,60%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1911;965000;0,43%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1912;972000;0,73%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1913;978000;0,62%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1914;985000;0,72%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Quellen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2: Volkszahl seit 1816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9: Galloway/Hammel, Demographic behavior;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12: Stat. Dt. Reichs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1: Amtliche Zahl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2: Amtliche Berechnung oder Schätzung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3: Nichtamtliche Berechnung oder Schätzung (zeitgenössisch);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4: Interpolierte oder sonstig errechnete Zahl (neuere Literatur);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5: Interpolierte oder sonstig errechnete Zahl (HGIS Germany);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
