Bevölkerung: Königreich Preußen (PRE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebiet: Regierungsbezirk Münster (MUE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jahr;Einwohnerzahl ;W-Rate;Wert;Quelle;Anmerkung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1816;350518;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1817;353900;0,96%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818;357314;0,96%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1819;360762;0,96%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1820;364378;1,00%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1821;368031;1,00%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1822;371720;1,00%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1823;375412;0,99%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;379141;0,99%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1825;382907;0,99%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1826;386185;0,86%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1827;389490;0,86%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828;392824;0,86%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1829;395167;0,60%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1830;397525;0,60%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1831;399896;0,60%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1832;399907;0,00%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1833;399918;0,00%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1834;399929;0,00%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1835;401703;0,44%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836;403485;0,44%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1837;405275;0,44%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1838;407257;0,49%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839;409248;0,49%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840;411249;0,49%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1841;413739;0,61%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1842;416245;0,61%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1843;418765;0,61%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1844;419523;0,18%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1845;420283;0,18%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1846;421044;0,18%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1847;421716;0,16%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1848;422390;0,16%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1849;423064;0,16%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1850;425318;0,53%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1851;427585;0,53%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1852;429863;0,53%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1853;431184;0,31%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1854;432508;0,31%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1855;433837;0,31%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1856;434585;0,17%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1857;435334;0,17%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1858;436085;0,17%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1859;438179;0,48%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1860;440283;0,48%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1861;442397;0,48%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1862;442422;0,01%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1863;442447;0,01%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1864;442472;0,01%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1865;441383;-0,25%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1866;440297;-0,25%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1867;439213;-0,25%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1868;438359;-0,19%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1869;437506;-0,19%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1870;436655;-0,19%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1871;435805;-0,19%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1872;437678;0,43%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1873;439558;0,43%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1874;441447;0,43%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1875;443344;0,43%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1876;448674;1,20%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1877;454069;1,20%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1878;459528;1,20%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1879;465053;1,20%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1880;470644;1,20%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1881;475278;0,98%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1882;479958;0,98%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1883;484683;0,98%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1884;489456;0,98%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1885;494275;0,98%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1886;502397;1,64%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1887;510652;1,64%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1888;519043;1,64%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1889;527572;1,64%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1890;536241;1,64%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1891;547417;2,08%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1892;558827;2,08%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1893;570474;2,08%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1894;582363;2,08%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1895;594501;2,08%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1896;614172;3,31%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1897;634494;3,31%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1898;655488;3,31%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1899;677177;3,31%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1900;699583;3,31%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1901;721818;3,18%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1902;744760;3,18%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1903;768431;3,18%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1904;792854;3,18%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1905;818054;3,18%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1906;849719;3,87%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1907;882610;3,87%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1908;916773;3,87%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1909;952259;3,87%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1910;989119;3,87%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1911;1007000;1,81%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1912;1040000;3,28%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1913;1076000;3,46%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1914;1111000;3,25%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Quellen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2: Volkszahl seit 1816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9: Galloway/Hammel, Demographic behavior;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12: Stat. Dt. Reichs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1: Amtliche Zahl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2: Amtliche Berechnung oder Schätzung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3: Nichtamtliche Berechnung oder Schätzung (zeitgenössisch);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4: Interpolierte oder sonstig errechnete Zahl (neuere Literatur);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5: Interpolierte oder sonstig errechnete Zahl (HGIS Germany);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
