;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerung: Deutsches Reich (DTR);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebiet: Gesamtgebiet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jahr;Einwohnerzahl ;W-Rate;Wert;Quelle;Anmerkung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1871;41028150;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1872;41185200;0,38%;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1873;41531800;0,84%;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1874;41983300;1,09%;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1875;42775234;1,89%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1876;43057000;0,66%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1877;43608000;1,28%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1878;44127000;1,19%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1879;44639000;1,16%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1880;45234100;1,33%;1;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1881;45426000;0,42%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1882;45717000;0,64%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1883;46014000;0,65%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1884;46335000;0,70%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1885;46855700;1,12%;1;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1886;47103000;0,53%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1887;47540000;0,93%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1888;48020000;1,01%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1889;48512000;1,02%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1890;49428500;1,89%;1;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1891;49767000;0,68%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1892;50279000;1,03%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1893;50778000;0,99%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1894;51339000;1,10%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1895;52279900;1,83%;1;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1896;52753000;0,90%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1897;53569000;1,55%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1898;54406000;1,56%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1899;55248000;1,55%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1900;56367200;2,03%;1;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1901;56874000;0,90%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1902;57767000;1,57%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1903;58629000;1,49%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1904;59475000;1,44%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1905;60641500;1,96%;1;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1906;61153000;0,84%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1907;62013000;1,41%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1908;62863000;1,37%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1909;63717000;1,36%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1910;64926000;1,90%;1;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1911;65359000;0,67%;2;46;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
