Bevölkerung: Kaiserreich Österreich (OES);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebiet: Provinz Salzburg (SAL);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jahr;Einwohnerzahl ;W-Rate;Wert;Quelle;Anmerkung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1849;148747;;5;;Kronland und Herzogtum.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1850;148881;0,09%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1851;149015;0,09%;1;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1852;149154;0,09%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1853;149292;0,09%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1854;149431;0,09%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1855;149570;0,09%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1856;149709;0,09%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1857;149848;0,09%;1;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1858;150121;0,18%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1859;150395;0,18%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1860;150669;0,18%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1861;150944;0,18%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1862;151219;0,18%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1863;151494;0,18%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1864;151771;0,18%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1865;152047;0,18%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1866;152324;0,18%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Quellen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23: Bolognese-Leuchtenmüller, Bevölkerungsentwicklung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1: Amtliche Zahl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2: Amtliche Berechnung oder Schätzung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3: Nichtamtliche Berechnung oder Schätzung (zeitgenössisch);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4: Interpolierte oder sonstig errechnete Zahl (neuere Literatur);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5: Interpolierte oder sonstig errechnete Zahl (HGIS Germany);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
