Bevölkerung: Königreich Württemberg (WUE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebiet: Schwarzwaldkreis (SWK);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jahr;Einwohnerzahl ;W-Rate;Wert;Quelle;Anmerkung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1820;370000;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1821;376212;1,68%;1;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1822;380147;1,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1823;384123;1,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;388140;1,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1825;392200;1,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1826;396302;1,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1827;400446;1,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828;404635;1,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1829;408867;1,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1830;413143;1,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1831;417464;1,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1832;421830;1,05%;1;2;Ortsangehörige Bevölkerung.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1833;418143;-0,87%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1834;414489;-0,87%;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1835;417684;0,77%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836;420903;0,77%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1837;424148;0,77%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1838;427417;0,77%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839;430712;0,77%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840;434032;0,77%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1841;437377;0,77%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1842;440749;0,77%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1843;444146;0,77%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1844;446338;0,49%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1845;448540;0,49%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1846;450754;0,49%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1847;452161;0,31%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1848;453572;0,31%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1849;454987;0,31%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1850;451251;-0,82%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1851;447546;-0,82%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1852;443872;-0,82%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1853;435355;-1,92%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1854;427002;-1,92%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1855;418809;-1,92%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1856;420991;0,52%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1857;423185;0,52%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1858;425390;0,52%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1859;427475;0,49%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1860;429570;0,49%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1861;431676;0,49%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1862;432796;0,26%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1863;433919;0,26%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1864;435045;0,26%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
