Bevölkerung: Königreich Württemberg (WUE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebiet: Neckarkreis (NCK);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jahr;Einwohnerzahl ;W-Rate;Wert;Quelle;Anmerkung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1820;394700;;2;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1821;376282;-4,67%;1;25;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1822;381513;1,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1823;386816;1,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;392193;1,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1825;397645;1,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1826;403173;1,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1827;408777;1,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828;414460;1,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1829;420221;1,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1830;426062;1,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1831;431985;1,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1832;437990;1,39%;1;2;Ortsangehörige Bevölkerung.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1833;440213;0,51%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1834;442447;0,51%;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1835;446192;0,85%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836;449969;0,85%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1837;453778;0,85%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1838;457619;0,85%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839;461493;0,85%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840;465399;0,85%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1841;469339;0,85%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1842;473312;0,85%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1843;477318;0,85%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1844;483275;1,25%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1845;489307;1,25%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1846;495414;1,25%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1847;495855;0,09%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1848;496296;0,09%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1849;496738;0,09%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1850;498166;0,29%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1851;499598;0,29%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1852;501034;0,29%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1853;493519;-1,50%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1854;486117;-1,50%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1855;478826;-1,50%;1;2;Ohne Weiler Rossach.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1856;481436;0,55%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1857;484061;0,55%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1858;486700;0,55%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1859;490233;0,73%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1860;493791;0,73%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1861;497375;0,73%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1862;502238;0,98%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1863;507148;0,98%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1864;512107;0,98%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
