;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerung: Königreich Bayern (BAY);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebiet: Rezatkreis (RTK);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jahr;Einwohnerzahl ;W-Rate;Wert;Quelle;Anmerkung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818;494670;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1819;499414;0,96%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1820;504203;0,96%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1821;509038;0,96%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1822;513920;0,96%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1823;518848;0,96%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;523824;0,96%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1825;528847;0,96%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1826;533919;0,96%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1827;539039;0,96%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828;539851;0,15%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1829;540664;0,15%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1830;541479;0,15%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1831;544641;0,58%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1832;547822;0,58%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1833;551021;0,58%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1834;554239;0,58%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1835;557454;0,58%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836;560687;0,58%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1837;563939;0,58%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Quellen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2: Volkszahl seit 1816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1: Amtliche Zahl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2: Amtliche Berechnung oder Schätzung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
