Bevölkerung: Königreich Preußen (PRE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebiet: Regierungsbezirk Magdeburg (MAG);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jahr;Einwohnerzahl ;W-Rate;Wert;Quelle;Anmerkung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1816;467219;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1817;473397;1,32%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818;479657;1,32%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1819;486000;1,32%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1820;493088;1,46%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1821;500279;1,46%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1822;507575;1,46%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1823;514146;1,29%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;520803;1,29%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1825;527545;1,29%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1826;534645;1,35%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1827;541840;1,35%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828;549132;1,35%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1829;553694;0,83%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1830;558294;0,83%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1831;562932;0,83%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1832;567641;0,84%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1833;572390;0,84%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1834;577178;0,84%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1835;584356;1,24%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836;591623;1,24%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1837;598981;1,24%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1838;608726;1,63%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839;618630;1,63%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840;628695;1,63%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1841;634845;0,98%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1842;641055;0,98%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1843;647326;0,98%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1844;656146;1,36%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1845;665087;1,36%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1846;674149;1,36%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1847;681655;1,11%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1848;689245;1,11%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1849;696920;1,11%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1850;702655;0,82%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1851;708438;0,82%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1852;714268;0,82%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1853;718504;0,59%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1854;722765;0,59%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1855;727052;0,59%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1856;734560;1,03%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1857;742145;1,03%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1858;749808;1,03%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1859;759660;1,31%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1860;769641;1,31%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1861;779754;1,31%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1862;790795;1,42%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1863;801992;1,42%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1864;813348;1,42%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1865;819565;0,76%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1866;825829;0,76%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1867;832141;0,76%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1868;837698;0,67%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1869;843291;0,67%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1870;848922;0,67%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1871;854591;0,67%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1872;860766;0,72%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1873;866985;0,72%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1874;873249;0,72%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1875;879558;0,72%;1;2;Gutsbezirk Gränert, 1875: 71 Einwohner, zum Reg.Bez. Magdeburg.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1876;890816;1,28%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1877;902217;1,28%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1878;913765;1,28%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1879;925460;1,28%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1880;937305;1,28%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1881;947569;1,10%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1882;957945;1,10%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1883;968435;1,10%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1884;979039;1,10%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1885;989760;1,10%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1886;1005578;1,60%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1887;1021650;1,60%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1888;1037978;1,60%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1889;1054567;1,60%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1890;1071421;1,60%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1891;1081473;0,94%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1892;1091620;0,94%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1893;1101862;0,94%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1894;1112200;0,94%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1895;1122635;0,94%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1896;1133182;0,94%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1897;1143829;0,94%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1898;1154575;0,94%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1899;1165423;0,94%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1900;1176372;0,94%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1901;1186105;0,83%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1902;1195919;0,83%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1903;1205813;0,83%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1904;1215790;0,83%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1905;1225849;0,83%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1906;1230443;0,37%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1907;1235054;0,37%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1908;1239682;0,37%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1909;1244327;0,37%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1910;1248990;0,37%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1911;1251000;0,16%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1912;1255000;0,32%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1913;1260000;0,40%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1914;1266000;0,48%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Quellen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2: Volkszahl seit 1816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9: Galloway/Hammel, Demographic behavior;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12: Stat. Dt. Reichs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1: Amtliche Zahl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2: Amtliche Berechnung oder Schätzung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3: Nichtamtliche Berechnung oder Schätzung (zeitgenössisch);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4: Interpolierte oder sonstig errechnete Zahl (neuere Literatur);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5: Interpolierte oder sonstig errechnete Zahl (HGIS Germany);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
