Bevölkerung: Königreich Preußen (PRE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebiet: Regierungsbezirk Arnsberg (ARB);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jahr;Einwohnerzahl ;W-Rate;Wert;Quelle;Anmerkung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1816;376736;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1817;380603;1,03%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818;384509;1,03%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1819;388456;1,03%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1820;394672;1,60%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1821;400987;1,60%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1822;407404;1,60%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1823;414352;1,71%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;421418;1,71%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1825;428604;1,71%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1826;434927;1,48%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1827;441343;1,48%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828;447854;1,48%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1829;453750;1,32%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1830;459723;1,32%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1831;465775;1,32%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1832;472355;1,41%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1833;479028;1,41%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1834;485796;1,41%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1835;491762;1,23%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836;497802;1,23%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1837;503916;1,23%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1838;512533;1,71%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839;521298;1,71%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840;530212;1,71%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1841;536663;1,22%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1842;543192;1,22%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1843;549801;1,22%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1844;554770;0,90%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1845;559783;0,90%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1846;564842;0,90%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1847;569771;0,87%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1848;574742;0,87%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1849;579757;0,87%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1850;587278;1,30%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1851;594896;1,30%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1852;602613;1,30%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1853;611902;1,54%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1854;621334;1,54%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1855;630912;1,54%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1856;643762;2,04%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1857;656873;2,04%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1858;670251;2,04%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1859;681163;1,63%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1860;692253;1,63%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1861;703523;1,63%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1862;715787;1,74%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1863;728265;1,74%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1864;740961;1,74%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1865;757394;2,22%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1866;774191;2,22%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1867;791361;2,22%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1868;809352;2,27%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1869;827751;2,27%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1870;846569;2,27%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1871;865815;2,27%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1872;893445;3,19%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1873;921958;3,19%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1874;951380;3,19%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1875;981741;3,19%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1876;998443;1,70%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1877;1015429;1,70%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1878;1032704;1,70%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1879;1050273;1,70%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1880;1068141;1,70%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1881;1091414;2,18%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1882;1115194;2,18%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1883;1139492;2,18%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1884;1164320;2,18%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1885;1189688;2,18%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1886;1218830;2,45%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1887;1248685;2,45%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1888;1279272;2,45%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1889;1310608;2,45%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1890;1342711;2,45%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1891;1376575;2,52%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1892;1411293;2,52%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1893;1446886;2,52%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1894;1483377;2,52%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1895;1520789;2,52%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1896;1581799;4,01%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1897;1645258;4,01%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1898;1711261;4,01%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1899;1779913;4,01%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1900;1851319;4,01%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1901;1900916;2,68%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1902;1951842;2,68%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1903;2004132;2,68%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1904;2057823;2,68%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1905;2112952;2,68%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1906;2167447;2,58%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1907;2223347;2,58%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1908;2280690;2,58%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1909;2339511;2,58%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1910;2399849;2,58%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1911;2428000;1,17%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1912;2480000;2,14%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1913;2533000;2,14%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1914;2589000;2,21%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Quellen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2: Volkszahl seit 1816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9: Galloway/Hammel, Demographic behavior;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12: Stat. Dt. Reichs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1: Amtliche Zahl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2: Amtliche Berechnung oder Schätzung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3: Nichtamtliche Berechnung oder Schätzung (zeitgenössisch);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4: Interpolierte oder sonstig errechnete Zahl (neuere Literatur);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5: Interpolierte oder sonstig errechnete Zahl (HGIS Germany);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
