;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerung: Herzogtum Limburg (LIM);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebiet: Gesamtgebiet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jahr;Einwohnerzahl ;W-Rate;Wert;Quelle;Anmerkung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1834;180341;;1;3;Einschließlich Festung Maastricht und Venlo (1834-1865).;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1835;182973;1,46%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836;185643;1,46%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1837;188352;1,46%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1838;191101;1,46%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839;193890;1,46%;5;;Ohne Festung Maastricht und Venlo: 147.527 Einwohner.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840;196719;1,46%;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1841;197768;0,53%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1842;198823;0,53%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1843;199883;0,53%;3;35;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1844;200932;0,52%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1845;201987;0,52%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1846;203047;0,52%;3;34;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1847;203763;0,35%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1848;204481;0,35%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1849;205202;0,35%;1;3;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1850;206879;0,82%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
