Bevölkerung: Königreich Preußen (PRE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebiet: Regierungsbezirk Minden (MIN);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jahr;Einwohnerzahl ;W-Rate;Wert;Quelle;Anmerkung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1816;339016;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1817;341263;0,66%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818;343524;0,66%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1819;345801;0,66%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1820;350623;1,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1821;355513;1,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1822;360471;1,39%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1823;364625;1,15%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;368827;1,15%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1825;373078;1,15%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1826;377945;1,30%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1827;382875;1,30%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828;387870;1,30%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1829;390668;0,72%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1830;393486;0,72%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1831;396325;0,72%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1832;399910;0,90%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1833;403527;0,90%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1834;407177;0,90%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1835;410516;0,82%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836;413882;0,82%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1837;417276;0,82%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1838;425275;1,92%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839;433427;1,92%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840;441736;1,92%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1841;445419;0,83%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1842;449132;0,83%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1843;452877;0,83%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1844;455184;0,51%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1845;457503;0,51%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1846;459833;0,51%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1847;461938;0,46%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1848;464053;0,46%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1849;466177;0,46%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1850;468036;0,40%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1851;469902;0,40%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1852;471775;0,40%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1853;468664;-0,66%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1854;465573;-0,66%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1855;462503;-0,66%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1856;461702;-0,17%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1857;460903;-0,17%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1858;460105;-0,17%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1859;464084;0,86%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1860;468097;0,86%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1861;472145;0,86%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1862;475785;0,77%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1863;479452;0,77%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1864;483148;0,77%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1865;481141;-0,42%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1866;479142;-0,42%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1867;477152;-0,42%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1868;476250;-0,19%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1869;475350;-0,19%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1870;474452;-0,19%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1871;473555;-0,19%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1872;475309;0,37%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1873;477070;0,37%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1874;478838;0,37%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1875;480612;0,37%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1876;485328;0,98%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1877;490089;0,98%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1878;494898;0,98%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1879;499754;0,98%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1880;504657;0,98%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1881;507809;0,62%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1882;510981;0,62%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1883;514173;0,62%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1884;517385;0,62%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1885;520617;0,62%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1886;526310;1,09%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1887;532064;1,09%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1888;537882;1,09%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1889;543763;1,09%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1890;549709;1,09%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1891;556807;1,29%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1892;563998;1,29%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1893;571281;1,29%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1894;578658;1,29%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1895;586130;1,29%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1896;595945;1,67%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1897;605924;1,67%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1898;616070;1,67%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1899;626386;1,67%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1900;636875;1,67%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1901;646614;1,53%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1902;656503;1,53%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1903;666542;1,53%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1904;676735;1,53%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1905;687084;1,53%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1906;696624;1,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1907;706297;1,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1908;716104;1,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1909;726047;1,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1910;736128;1,39%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1911;741000;0,66%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1912;750000;1,21%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1913;760000;1,33%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1914;772000;1,58%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Quellen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2: Volkszahl seit 1816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9: Galloway/Hammel, Demographic behavior;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12: Stat. Dt. Reichs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1: Amtliche Zahl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2: Amtliche Berechnung oder Schätzung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3: Nichtamtliche Berechnung oder Schätzung (zeitgenössisch);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4: Interpolierte oder sonstig errechnete Zahl (neuere Literatur);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5: Interpolierte oder sonstig errechnete Zahl (HGIS Germany);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
