Bevölkerung: Kaiserreich Österreich (OES);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebiet: Provinz Niederösterreich (NOE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jahr;Einwohnerzahl ;W-Rate;Wert;Quelle;Anmerkung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1819;1151765;;1;24;Landesregierung und Erzherzogtum.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1820;1171572;1,72%;1;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1821;1185463;1,19%;1;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1822;1201868;1,38%;1;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1823;1207133;0,44%;1;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;1224515;1,44%;1;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1825;1235255;0,88%;1;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1826;1254168;1,53%;1;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1827;1271511;1,38%;1;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828;1198944;-5,71%;1;24;Bevölkerungsverlust i.d. Quelle nicht erläutert.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1829;1201522;0,22%;1;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1830;1326657;10,41%;1;24;Bevölkerungszuwachs i.d. Quelle nicht erläutert.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1831;1324974;-0,13%;1;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1832;1331171;0,47%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1833;1337397;0,47%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1834;1343652;0,47%;1;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1835;1382783;2,91%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836;1423053;2,91%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1837;1464496;2,91%;1;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1838;1416288;-3,29%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839;1369666;-3,29%;1;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840;1409626;2,92%;1;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1841;1411646;0,14%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1842;1413669;0,14%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1843;1415695;0,14%;1;24;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1844;1435324;1,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1845;1455225;1,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1846;1475402;1,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1847;1495859;1,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1848;1516599;1,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1849;1537627;1,39%;5;;Kronland und Erzherzogtum.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1850;1558947;1,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1851;1580562;1,39%;1;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1852;1603256;1,44%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1853;1626277;1,44%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1854;1649628;1,44%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1855;1673314;1,44%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1856;1697340;1,44%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
