;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerung: Königreich Preußen (PRE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebiet: Regierungsbezirk Wiesbaden (WIS);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jahr;Einwohnerzahl ;W-Rate;Wert;Quelle;Anmerkung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1867;609176;;1;2;Bis 1867 Gebiet des Herzogtums Nassau, der Landgrafschaft Hessen-Homburg und der Freien Stadt Frankfurt.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1868;615049;0,96%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1869;620978;0,96%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1870;626964;0,96%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1871;633008;0,96%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1872;644208;1,77%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1873;655607;1,77%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1874;667207;1,77%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1875;679012;1,77%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1876;689185;1,50%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1877;699511;1,50%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1878;709991;1,50%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1879;720628;1,50%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1880;731425;1,50%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1881;738055;0,91%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1882;744745;0,91%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1883;751495;0,91%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1884;758307;0,91%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1885;765180;0,91%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1886;780228;1,97%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1887;795572;1,97%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1888;811218;1,97%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1889;827171;1,97%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1890;843438;1,97%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1891;855651;1,45%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1892;868040;1,45%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1893;880609;1,45%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1894;893360;1,45%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1895;906295;1,45%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1896;925750;2,15%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1897;945623;2,15%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1898;965923;2,15%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1899;986658;2,15%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1900;1007839;2,15%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1901;1028380;2,04%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1902;1049341;2,04%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1903;1070728;2,04%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1904;1092551;2,04%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1905;1114819;2,04%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1906;1133792;1,70%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1907;1153088;1,70%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1908;1172712;1,70%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1909;1192670;1,70%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1910;1212968;1,70%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1911;1223000;0,83%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1912;1241000;1,47%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1913;1259000;1,45%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1914;1278000;1,51%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Quellen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2: Volkszahl seit 1816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9: Galloway/Hammel, Demographic behavior;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12: Stat. Dt. Reichs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1: Amtliche Zahl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2: Amtliche Berechnung oder Schätzung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3: Nichtamtliche Berechnung oder Schätzung (zeitgenössisch);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4: Interpolierte oder sonstig errechnete Zahl (neuere Literatur);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5: Interpolierte oder sonstig errechnete Zahl (HGIS Germany);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
