;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerung: Großherzogtum Baden (BAD);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebiet: Landeskommissarbezirk Freiburg (FRI);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jahr;Einwohnerzahl ;W-Rate;Wert;Quelle;Anmerkung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1864;433713;;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1865;433492;-0,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1866;433271;-0,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1867;433050;-0,05%;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1868;433512;0,11%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1869;433975;0,11%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1870;434438;0,11%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1871;434902;0,11%;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1872;436540;0,38%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1873;438185;0,38%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1874;439836;0,38%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1875;441493;0,38%;5;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1876;444010;0,57%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1877;446541;0,57%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1878;449086;0,57%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1879;451646;0,57%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1880;454221;0,57%;1;20;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1881;455447;0,27%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1882;456676;0,27%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1883;457909;0,27%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1884;459145;0,27%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1885;460384;0,27%;1;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1886;462196;0,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1887;464015;0,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1888;465841;0,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1889;467674;0,39%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1890;469515;0,39%;1;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1891;471724;0,47%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1892;473943;0,47%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1893;476173;0,47%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1894;478413;0,47%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1895;480664;0,47%;1;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1896;486445;1,20%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1897;492296;1,20%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1898;498217;1,20%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1899;504210;1,20%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1900;510274;1,20%;1;11;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1901;516716;1,26%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1902;523238;1,26%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1903;529843;1,26%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1904;536532;1,26%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1905;543305;1,26%;1;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1906;547495;0,77%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1907;551717;0,77%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
