;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerung: Freie Hansestadt Bremen (FHB);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebiet: Gesamtgebiet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jahr;Einwohnerzahl ;W-Rate;Wert;Quelle;Anmerkung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1815;49541;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1816;50139;1,21%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1817;50744;1,21%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818;51358;1,21%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1819;51980;1,21%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1820;52611;1,21%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1821;53250;1,21%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1822;53897;1,22%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1823;54334;0,81%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;55349;1,87%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1825;56124;1,40%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1826;56532;0,73%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1827;57428;1,58%;1;1;Ab 1827 einschl. Bremerhaven;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828;58455;1,79%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1829;59480;1,75%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1830;60170;1,16%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1831;60888;1,19%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1832;61909;1,68%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1833;62993;1,75%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1834;64157;1,85%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1835;65320;1,81%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836;66426;1,69%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1837;67453;1,55%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1838;68527;1,59%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839;69629;1,61%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840;70772;1,64%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
