;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Bevölkerung: Königreich Sachsen  (SAC);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebiet: Gesamtgebiet;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jahr;Einwohnerzahl ;W-Rate;Wert;Quelle;Anmerkung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1815;1178802;;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1816;1192789;1,19%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1817;1205996;1,11%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818;1216833;0,90%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1819;1236177;1,59%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1820;1248947;1,03%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1821;1261602;1,01%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1822;1280627;1,51%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1823;1296450;1,24%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;1311483;1,16%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1825;1333699;1,69%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1826;1350455;1,26%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1827;1358003;0,56%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828;1382920;1,83%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1829;1396849;1,01%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1830;1402066;0,37%;1;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1831;1480200;5,57%;2;1;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
