Bevölkerung: Königreich Preußen (PRE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebiet: Regierungsbezirk Erfurt (EFU);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jahr;Einwohnerzahl ;W-Rate;Wert;Quelle;Anmerkung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1816;238717;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1817;241679;1,24%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818;244678;1,24%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1819;247714;1,24%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1820;250931;1,30%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1821;254190;1,30%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1822;257491;1,30%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1823;260990;1,36%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;264536;1,36%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1825;268130;1,36%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1826;270377;0,84%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1827;272644;0,84%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828;274929;0,84%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1829;277381;0,89%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1830;279856;0,89%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1831;282352;0,89%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1832;285711;1,19%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1833;289110;1,19%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1834;292549;1,19%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1835;299090;2,24%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836;305778;2,24%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1837;312615;2,24%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1838;316633;1,29%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839;320704;1,29%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840;324826;1,29%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1841;328360;1,09%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1842;331932;1,09%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1843;335543;1,09%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1844;338213;0,80%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1845;340904;0,80%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1846;343617;0,80%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1847;345830;0,64%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1848;348057;0,64%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1849;350298;0,64%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1850;350459;0,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1851;350620;0,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1852;350781;0,05%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1853;351365;0,17%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1854;351950;0,17%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1855;352536;0,17%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1856;353067;0,15%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1857;353598;0,15%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1858;354130;0,15%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1859;357617;0,98%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1860;361139;0,98%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1861;364695;0,98%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1862;367189;0,68%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1863;369700;0,68%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1864;372228;0,68%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1865;371508;-0,19%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1866;370789;-0,19%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1867;370072;-0,19%;1;2;Einschl. ehem. bayerische Exklave Kaulsdorf.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1868;369892;-0,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1869;369712;-0,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1870;369533;-0,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1871;369353;-0,05%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1872;373325;1,08%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1873;377340;1,08%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1874;381398;1,08%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1875;385499;1,08%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1876;389054;0,92%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1877;392641;0,92%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1878;396262;0,92%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1879;399916;0,92%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1880;403604;0,92%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1881;405147;0,38%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1882;406696;0,38%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1883;408251;0,38%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1884;409812;0,38%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1885;411379;0,38%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1886;415619;1,03%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1887;419902;1,03%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1888;424230;1,03%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1889;428603;1,03%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1890;433020;1,03%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1891;435713;0,62%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1892;438423;0,62%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1893;441150;0,62%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1894;443894;0,62%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1895;446655;0,62%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1896;450540;0,87%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1897;454458;0,87%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1898;458411;0,87%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1899;462397;0,87%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1900;466419;0,87%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1901;472553;1,32%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1902;478768;1,32%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1903;485064;1,32%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1904;491444;1,32%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1905;497907;1,32%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1906;504314;1,29%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1907;510803;1,29%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1908;517375;1,29%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1909;524032;1,29%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1910;530775;1,29%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1911;534000;0,61%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1912;539000;0,94%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1913;545000;1,11%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1914;551000;1,10%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Quellen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2: Volkszahl seit 1816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9: Galloway/Hammel, Demographic behavior;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12: Stat. Dt. Reichs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1: Amtliche Zahl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2: Amtliche Berechnung oder Schätzung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3: Nichtamtliche Berechnung oder Schätzung (zeitgenössisch);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4: Interpolierte oder sonstig errechnete Zahl (neuere Literatur);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5: Interpolierte oder sonstig errechnete Zahl (HGIS Germany);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
