Bevölkerung: Kaiserreich Österreich (OES);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebiet: Provinz Kärnten (KAE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jahr;Einwohnerzahl ;W-Rate;Wert;Quelle;Anmerkung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1849;320456;;5;;Herzogtum und Teil des Kronlands Kärnten und Krain.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1850;321452;0,31%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1851;322452;0,31%;1;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1852;324596;0,67%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1853;326755;0,67%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1854;328928;0,67%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1855;331115;0,67%;5;;Kronland und Herzogtum.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1856;333317;0,67%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1857;335534;0,67%;1;23;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1858;335713;0,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1859;335893;0,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1860;336073;0,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1861;336252;0,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1862;336432;0,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1863;336612;0,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1864;336792;0,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1865;336972;0,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1866;337153;0,05%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Quellen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
23: Bolognese-Leuchtenmüller, Bevölkerungsentwicklung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1: Amtliche Zahl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2: Amtliche Berechnung oder Schätzung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3: Nichtamtliche Berechnung oder Schätzung (zeitgenössisch);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4: Interpolierte oder sonstig errechnete Zahl (neuere Literatur);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5: Interpolierte oder sonstig errechnete Zahl (HGIS Germany);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
