Bevölkerung: Königreich Preußen (PRE);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Gebiet: Regierungsbezirk Bromberg (BRO);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Jahr;Einwohnerzahl ;W-Rate;Wert;Quelle;Anmerkung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1816;244835;;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1817;255841;4,50%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1818;267342;4,50%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1819;279360;4,50%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1820;287145;2,79%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1821;295147;2,79%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1822;303372;2,79%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1823;311098;2,55%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1824;319020;2,55%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1825;327144;2,55%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1826;329296;0,66%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1827;331463;0,66%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1828;333644;0,66%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1829;331154;-0,75%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1830;328684;-0,75%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1831;326231;-0,75%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1832;337862;3,57%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1833;349908;3,57%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1834;362384;3,57%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1835;368527;1,70%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1836;374775;1,70%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1837;381128;1,70%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1838;390193;2,38%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1839;399474;2,38%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1840;408975;2,38%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1841;416818;1,92%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1842;424811;1,92%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1843;432957;1,92%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1844;443057;2,33%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1845;453392;2,33%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1846;463969;2,33%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1847;460850;-0,67%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1848;457752;-0,67%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1849;454675;-0,67%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1850;461352;1,47%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1851;468127;1,47%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1852;475002;1,47%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1853;477681;0,56%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1854;480375;0,56%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1855;483085;0,56%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1856;488311;1,08%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1857;493593;1,08%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1858;498933;1,08%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1859;506542;1,52%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1860;514266;1,52%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1861;522109;1,52%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1862;529780;1,47%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1863;537563;1,47%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1864;545461;1,47%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1865;547266;0,33%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1866;549078;0,33%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1867;550895;0,33%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1868;554792;0,71%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1869;558716;0,71%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1870;562669;0,71%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1871;566649;0,71%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1872;568066;0,25%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1873;569486;0,25%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1874;570910;0,25%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1875;572337;0,25%;1;2;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1876;579207;1,20%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1877;586160;1,20%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1878;593197;1,20%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1879;600318;1,20%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1880;607524;1,20%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1881;607751;0,04%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1882;607978;0,04%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1883;608205;0,04%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1884;608432;0,04%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1885;608659;0,04%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1886;611903;0,53%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1887;615164;0,53%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1888;618442;0,53%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1889;621738;0,53%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1890;625051;0,53%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1891;631015;0,95%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1892;637036;0,95%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1893;643115;0,95%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1894;649252;0,95%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1895;655447;0,95%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1896;662029;1,00%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1897;668676;1,00%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1898;675391;1,00%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1899;682173;1,00%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1900;689023;1,00%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1901;695874;0,99%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1902;702793;0,99%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1903;709780;0,99%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1904;716838;0,99%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1905;723965;0,99%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1906;731790;1,08%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1907;739700;1,08%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1908;747696;1,08%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1909;755778;1,08%;5;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1910;763947;1,08%;1;9;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1911;769000;0,66%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1912;777000;1,04%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1913;784000;0,90%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1914;790000;0,77%;2;12;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Quellen;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2: Volkszahl seit 1816;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
9: Galloway/Hammel, Demographic behavior;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
12: Stat. Dt. Reichs;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
Wert;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
1: Amtliche Zahl;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
2: Amtliche Berechnung oder Schätzung;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
3: Nichtamtliche Berechnung oder Schätzung (zeitgenössisch);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
4: Interpolierte oder sonstig errechnete Zahl (neuere Literatur);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
5: Interpolierte oder sonstig errechnete Zahl (HGIS Germany);;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
